symbol,query_symbol,industry,category,subcategory,longName,exchange,primaryExchange
PDD,PDD,Technology,Internet,E-Commerce,PDD HOLDINGS INC,SMART,NASDAQ
RBRK,RBRK,Technology,Software,Cybersecurity,RUBRIK INC,SMART,NYSE
HYMC,HYMC,Materials,Mining,Gold Silver Mining,HYCROFT MINING HOLDING CORP,SMART,NASDAQ
AFRM,AFRM,Financial,Financial Services,Buy Now Pay Later,AFFIRM HOLDINGS INC,SMART,NASDAQ
AA,AA,Materials,Mining,Aluminum,ALCOA CORP,SMART,NYSE
PLUG,PLUG,Energy,Clean Energy,Hydrogen Fuel Cells,PLUG POWER INC,SMART,NASDAQ
KGC,KGC,Materials,Mining,Gold Mining,KINROSS GOLD CORP,SMART,NYSE
AU,AU,Materials,Mining,Gold Mining,ANGLOGOLD ASHANTI PLC,SMART,NYSE
KTOS,KTOS,Industrials,Aerospace,Defense Technology,KRATOS DEFENSE & SECURITY,SMART,NASDAQ
TEVA,TEVA,Healthcare,Pharmaceuticals,Generic Drugs,TEVA PHARMACEUTICAL INDUSTRIES,SMART,NYSE
SNAP,SNAP,Technology,Internet,Social Media,SNAP INC,SMART,NYSE
EOSE,EOSE,Energy,Clean Energy,Energy Storage,EOS ENERGY ENTERPRISES INC,SMART,NASDAQ
BTG,BTG,Materials,Mining,Gold Mining,B2GOLD CORP,SMART,NYSE
FISV,FISV,Technology,Financial Technology,Payment Processing,FISERV INC,SMART,NYSE
AGNC,AGNC,Financial,Real Estate,Mortgage REIT,AGNC INVESTMENT CORP,SMART,NASDAQ
PATH,PATH,Technology,Software,Automation Software,UIPATH INC,SMART,NYSE
NOK,NOK,Technology,Communications Equipment,Telecommunications Equipment,NOKIA OYJ,SMART,NYSE
OPEN,OPEN,Technology,Internet,Real Estate Tech,OPENDOOR TECHNOLOGIES INC,SMART,NASDAQ
SHEL,SHEL,Energy,Oil & Gas,Integrated Oil,SHELL PLC,SMART,NYSE
BROS,BROS,Consumer Discretionary,Restaurants,Coffee,DUTCH BROS INC,SMART,NYSE
RIVN,RIVN,Consumer Discretionary,Automobiles,Electric Vehicles,RIVIAN AUTOMOTIVE INC,SMART,NASDAQ
ACHR,ACHR,Industrials,Aerospace,Electric Aviation,ARCHER AVIATION INC,SMART,NYSE
PL,PL,Technology,Aerospace,Space Technology,PLANET LABS PBC,SMART,NYSE
ITUB,ITUB,Financial,Banks,International Banking,ITAU UNIBANCO HOLDING SA,SMART,NYSE
PFSI,PFSI,Financial,Mortgage Finance,Mortgage Services,PENNYMAC FINANCIAL SERVICES INC,SMART,NYSE
RIO,RIO,Materials,Mining,Diversified Mining,RIO TINTO PLC,SMART,NYSE
NLY,NLY,Financial,REITS,Mortgage REIT,ANNALY CAPITAL MANAGEMENT INC,SMART,NYSE
RHI,RHI,Industrials,Professional Services,Staffing Services,ROBERT HALF INC,SMART,NYSE
WHR,WHR,Consumer Discretionary,Household Durables,Home Appliances,WHIRLPOOL CORP,SMART,NYSE
TCEHY,TCEHY,Technology,Internet,Internet Services,TENCENT HOLDINGS LTD ADR,SMART,OTC
RIOT,RIOT,Technology,Technology,Bitcoin Mining,RIOT PLATFORMS INC,SMART,NASDAQ
HUT,HUT,Technology,Technology,Bitcoin Mining,HUT 8 CORP,SMART,NASDAQ
AAOI,AAOI,Technology,Semiconductors,Optical Components,APPLIED OPTOELECTRONICS INC,SMART,NASDAQ
GFI,GFI,Materials,Mining,Gold Mining,GOLD FIELDS LTD ADR,SMART,NYSE
DNN,DNN,Energy,Uranium,Uranium Mining,DENISON MINES CORP,SMART,NYSE
BHP,BHP,Materials,Mining,Diversified Mining,BHP GROUP LTD ADR,SMART,NYSE
BTI,BTI,Consumer Staples,Tobacco,Tobacco Products,BRITISH AMERICAN TOBACCO PLC ADR,SMART,NYSE
TOST,TOST,Technology,Software,Restaurant Tech,TOAST INC,SMART,NYSE
TEM,TEM,Healthcare,Healthcare Technology,AI Healthcare,TEMPUS AI INC,SMART,NASDAQ
OWL,OWL,Financial,Asset Management,Alternative Asset Management,BLUE OWL CAPITAL INC,SMART,NYSE
TEX,TEX,Industrials,Machinery,Industrial Equipment,TEREX CORP,SMART,NYSE
FEED,FEED,Healthcare,Medical Devices,Medical Equipment,ENVUE MEDICAL INC,SMART,NASDAQ
TTMI,TTMI,Technology,Electronics,Electronic Components,TTM TECHNOLOGIES INC,SMART,NASDAQ
LYFT,LYFT,Technology,Internet,Ride-Sharing,LYFT INC,SMART,NASDAQ
BBD,BBD,Financial,Banks,International Banking,BANCO BRADESCO SA ADR,SMART,NYSE
FLNC,FLNC,Industrials,Energy Equipment,Energy Storage,FLUENCE ENERGY INC,SMART,NASDAQ
SU,SU,Energy,Oil & Gas,Integrated Oil,SUNCOR ENERGY INC,SMART,NYSE
ROKU,ROKU,Technology,Internet,Streaming,ROKU INC,SMART,NASDAQ
EPD,EPD,Energy,Pipelines,Midstream,ENTERPRISE PRODUCTS PARTNERS LP,SMART,NYSE
ALGM,ALGM,Technology,Semiconductors,Analog Semiconductors,ALLEGRO MICROSYSTEMS INC,SMART,NASDAQ
ETSY,ETSY,Technology,Internet,E-Commerce,ETSY INC,SMART,NASDAQ
PCVX,PCVX,Healthcare,Biotechnology,Vaccines,VAXCYTE INC,SMART,NASDAQ
GSK,GSK,Healthcare,Pharmaceuticals,Major Pharmaceuticals,GSK PLC ADR,SMART,NYSE
NIO,NIO,Consumer Discretionary,Automobiles,Electric Vehicles,NIO INC ADR,SMART,NYSE
INFY,INFY,Technology,IT Services,IT Consulting,INFOSYS LTD ADR,SMART,NYSE
IBRX,IBRX,Healthcare,Biotechnology,Immunotherapy,IMMUNITYBIO INC,SMART,NASDAQ
VIAV,VIAV,Technology,Communications Equipment,Network Testing,VIAVI SOLUTIONS INC,SMART,NASDAQ
ET,ET,Energy,Pipelines,Midstream,ENERGY TRANSFER LP,SMART,NYSE
WT,WT,Financial,Asset Management,ETF Provider,WISDOMTREE INC,SMART,NYSE
SOUN,SOUN,Technology,Software,AI Voice,SOUNDHOUND AI INC,SMART,NASDAQ
GAP,GAP,Consumer Discretionary,Retail,Apparel Retail,GAP INC,SMART,NYSE
PR,PR,Energy,Oil & Gas,Oil E&P,PERMIAN RESOURCES CORP,SMART,NYSE
RITM,RITM,Financial,REITS,Mortgage REIT,RITHM CAPITAL CORP,SMART,NYSE
APLS,APLS,Healthcare,Biotechnology,Rare Disease,APELLIS PHARMACEUTICALS INC,SMART,NASDAQ
FIGR,FIGR,Technology,Financial Technology,Blockchain Lending,FIGURE TECHNOLOGY SOLUTIONS INC,SMART,NASDAQ
ALK,ALK,Industrials,Airlines,Airlines,ALASKA AIR GROUP INC,SMART,NYSE
RHHBY,RHHBY,Healthcare,Pharmaceuticals,Major Pharmaceuticals,ROCHE HOLDING AG ADR,SMART,OTC
BP,BP,Energy,Oil & Gas,Integrated Oil,BP PLC ADR,SMART,NYSE
CHWY,CHWY,Consumer Discretionary,Retail,Pet Products,CHEWY INC,SMART,NYSE
PRIV,PRIV,Financial,Investment Managers,Investment Managers,Beneficient,NASDAQ,NASDAQ
RMBS,RMBS,Financial,Real Estate Investment Trusts,Mortgage REITs,Rambus Inc.,NASDAQ,NASDAQ
FUSE,FUSE,Technology,Software,Infrastructure Software,Fusion Pharmaceuticals Inc.,NASDAQ,NASDAQ
ARES,ARES,Financial,Investment Managers,Investment Managers,Ares Management Corporation,NYSE,NYSE
IBKR,IBKR,Financial,Brokers & Intermediaries,Investment Brokers,"Interactive Brokers Group, Inc.",NASDAQ,NASDAQ
XPO,XPO,Industrial,Transportation & Logistics,Trucking,"XPO, Inc.",NYSE,NYSE
W,W,"Consumer, Cyclical",Retail,Internet Retail,Wayfair Inc.,NYSE,NYSE
MKSI,MKSI,Technology,Semiconductors,Semiconductor Equipment,"MKS Instruments, Inc.",NASDAQ,NASDAQ
KNX,KNX,Industrial,Conglomerates,Conglomerates,Knight-Swift Transportation Holdings Inc.,NYSE,NYSE
DOCN,DOCN,Technology,Software,Infrastructure Software,"DigitalOcean Holdings, Inc.",NYSE,NYSE
BN,BN,Financial,Investment Managers,Investment Managers,Brookfield Corporation,NYSE,NYSE
GWRE,GWRE,Technology,Software,Application Software,"Guidewire Software, Inc.",NYSE,NYSE
OKTA,OKTA,Technology,Software,Security Software,"Okta, Inc.",NASDAQ,NASDAQ
GLXY,GLXY,Technology,Software,Application Software,Galaxy Digital Holdings Ltd.,NASDAQ,NASDAQ
TSLG,TSLG,Technology,Semiconductors,Semiconductors,Tesla Inc.,NASDAQ,NASDAQ
CG,CG,Financial,Investment Managers,Investment Managers,The Carlyle Group Inc.,NASDAQ,NASDAQ
CART,CART,"Consumer, Cyclical",Retail,Specialty Retail,Instacart (Maplebear Inc.),NASDAQ,NASDAQ
CRML,CRML,Technology,Software,Application Software,Critical Metals Corp.,NASDAQ,NASDAQ
EXEL,EXEL,Healthcare,Biotechnology,Biotechnology,"Exelixis, Inc.",NASDAQ,NASDAQ
EGO,EGO,Basic Materials,Gold,Gold Mining,Eldorado Gold Corporation,NYSE,NYSE
OVV,OVV,Energy,Oil & Gas,Oil & Gas Exploration,Ovintiv Inc.,NYSE,NYSE
FIG,FIG,Financial,Investment Managers,Investment Managers,Fortress Investment Group,NYSE,NYSE
VIK,VIK,Energy,Oil & Gas,Oil & Gas Exploration,Viking Holdings Ltd.,NYSE,NYSE
CAVA,CAVA,"Consumer, Cyclical",Restaurants,Restaurants,"CAVA Group, Inc.",NYSE,NYSE
SPOT,SPOT,Technology,Entertainment,Music Streaming,Spotify Technology S.A.,NYSE,NYSE
WBS,WBS,Financial,Banking,Commercial Banks,Webster Financial Corporation,NASDAQ,NASDAQ
NVS,NVS,Healthcare,Pharmaceuticals,Pharmaceuticals,Novartis AG,NYSE,NYSE
PFGC,PFGC,Consumer Non-cyclical,Food,Food Distribution,Performance Food Group Company,NASDAQ,NASDAQ
CWAN,CWAN,Technology,Software,Financial Software,Clearwater Analytics Holdings Inc.,NYSE,NYSE
CFLT,CFLT,Technology,Software,Data Infrastructure,Confluent Inc.,NASDAQ,NASDAQ
SAN,SAN,Financial,Banking,International Banks,Banco Santander S.A.,NYSE,NYSE
RRX,RRX,Industrial,Diversified Industrials,Diversified Industrials,Roper Technologies Inc.,NASDAQ,NASDAQ
BILL,BILL,Technology,Software,Financial Software,Bill Holdings Inc.,NYSE,NYSE
VEEV,VEEV,Healthcare,Software,Healthcare IT,Veeva Systems Inc.,NYSE,NYSE
SLAB,SLAB,Technology,Semiconductors,Semiconductors,Silicon Laboratories Inc.,NASDAQ,NASDAQ
ENTG,ENTG,Technology,Semiconductors,Semiconductor Equipment,Entegris Inc.,NASDAQ,NASDAQ
FLEX,FLEX,Technology,Electronics,Contract Manufacturing,Flex Ltd.,NASDAQ,NASDAQ
IOT,IOT,Technology,Software,IoT Platform Software,Samsara Inc.,NYSE,NYSE
NYT,NYT,Communications,Media,Digital Media,The New York Times Company,NYSE,NYSE
USFD,USFD,Consumer Non-cyclical,Food,Food Distribution,US Foods Holding Corp.,NYSE,NYSE
TPG,TPG,Financial,Investment Managers,Private Equity,TPG Inc.,NASDAQ,NASDAQ
Z,Z,Technology,Real Estate,Online Real Estate,Zillow Group Inc.,NASDAQ,NASDAQ
TRI,TRI,Communications,Information Services,Professional Information,Thomson Reuters Corporation,NYSE,NYSE
TRU,TRU,Technology,Data Analytics,Consumer Data Analytics,TransUnion,NYSE,NYSE
SSNC,SSNC,Technology,Software,Financial Software,SS&C Technologies Holdings Inc.,NASDAQ,NASDAQ
DUOL,DUOL,Technology,Software,Education Software,Duolingo Inc.,NASDAQ,NASDAQ
SNY,SNY,Healthcare,Pharmaceuticals,Pharmaceuticals,Sanofi S.A.,NASDAQ,NASDAQ
STLA,STLA,Consumer Cyclical,Automotive,Auto Manufacturers,Stellantis N.V.,NYSE,NYSE
CRH,CRH,Industrial,Construction Materials,Construction Materials,CRH plc,NYSE,NYSE
DT,DT,Technology,Software,Observability Software,Dynatrace Inc.,NYSE,NYSE
JD,JD,Consumer Cyclical,Internet Retail,Internet Retail,JD.com Inc.,NASDAQ,NASDAQ
DOCS,DOCS,Healthcare,Software,Healthcare IT,Doximity Inc.,NYSE,NYSE
ONON,ONON,Consumer Cyclical,Footwear,Athletic Footwear,On Holding AG,NYSE,NYSE
TSEM,TSEM,Technology,Semiconductors,Semiconductor Foundry,Tower Semiconductor Ltd.,NASDAQ,NASDAQ
SIRI,SIRI,Communications,Broadcasting,Satellite Radio,SiriusXM Holdings Inc.,NASDAQ,NASDAQ
FOLD,FOLD,Healthcare,Biotechnology,Biotechnology,Amicus Therapeutics Inc.,NASDAQ,NASDAQ
NVT,NVT,Industrial,Electrical Equipment,Electrical Equipment,nVent Electric plc,NYSE,NYSE
VRNS,VRNS,Technology,Software,Data Security Software,Varonis Systems Inc.,NASDAQ,NASDAQ
TECK,TECK,Basic Materials,Mining,Diversified Mining,Teck Resources Ltd.,NYSE,NYSE
LBRT,LBRT,Energy,Oil Services,Oilfield Services,Liberty Energy Inc.,NYSE,NYSE
TWLO,TWLO,Technology,Software,Communications Software,Twilio Inc.,NYSE,NYSE
ARMK,ARMK,Consumer Non-cyclical,Food Services,Managed Services,Aramark Holdings Corp.,NASDAQ,NASDAQ
GRAB,GRAB,Technology,Internet,Ride Sharing/Delivery,Grab Holdings Ltd.,NASDAQ,NASDAQ
NVTS,NVTS,Technology,Semiconductors,Power Semiconductors,Navitas Semiconductor Corp.,NASDAQ,NASDAQ
PCOR,PCOR,Technology,Software,Construction Software,Procore Technologies Inc.,NYSE,NYSE
CLF,CLF,Basic Materials,Steel,Steel Manufacturing,Cleveland-Cliffs Inc.,NYSE,NYSE
HDB,HDB,Financial,Banking,International Banks,HDFC Bank Ltd.,NYSE,NYSE
ZETA,ZETA,Technology,Software,Marketing Technology,Zeta Global Holdings Corp.,NYSE,NYSE
GH,GH,Healthcare,Diagnostics,Liquid Biopsy,Guardant Health Inc.,NASDAQ,NASDAQ
HUBS,HUBS,Technology,Software,CRM Software,HubSpot Inc.,NYSE,NYSE
RIG,RIG,Energy,Offshore Drilling,Offshore Drilling,Transocean Ltd.,NYSE,NYSE
NTNX,NTNX,Technology,Software,Cloud Infrastructure,Nutanix Inc.,NASDAQ,NASDAQ
ARCC,ARCC,Financial,Business Development Co,BDC Lending,Ares Capital Corporation,NASDAQ,NASDAQ
LUMN,LUMN,Communications,Telecom,Fiber Network Telecom,Lumen Technologies Inc.,NYSE,NYSE
SONY,SONY,Technology,Consumer Electronics,Consumer Electronics,Sony Group Corporation,NYSE,NYSE
MNDY,MNDY,Technology,Software,Work Management Software,Monday.com Ltd.,NASDAQ,NASDAQ
ZS,ZS,Technology,Software,Cybersecurity,Zscaler Inc.,NASDAQ,NASDAQ
MMYT,MMYT,Consumer Cyclical,Travel,Online Travel Services,MakeMyTrip Ltd.,NASDAQ,NASDAQ
GPK,GPK,Industrial,Packaging,Paperboard Packaging,Graphic Packaging Holding Company,NYSE,NYSE
AMKR,AMKR,Technology,Semiconductors,Semiconductor Packaging,Amkor Technology Inc.,NASDAQ,NASDAQ
AS,AS,Consumer Cyclical,Sporting Goods,Athletic Equipment,Amer Sports Inc.,NYSE,NYSE
CORZ,CORZ,Technology,Bitcoin Mining,Cryptocurrency Mining,Core Scientific Inc.,NASDAQ,NASDAQ
RUN,RUN,Energy,Solar,Residential Solar,Sunrun Inc.,NASDAQ,NASDAQ
SYM,SYM,Technology,Robotics,Warehouse Automation,Symbotic Inc.,NASDAQ,NASDAQ
SM,SM,Energy,Oil & Gas,Oil & Gas Exploration,SM Energy Company,NYSE,NYSE
EQX,EQX,Basic Materials,Gold,Gold Mining,Equinox Gold Corp.,NYSE,NYSE
AGI,AGI,Basic Materials,Gold,Gold Mining,Alamos Gold Inc.,NYSE,NYSE
COMP,COMP,Technology,Real Estate,Online Real Estate Broker,Compass Inc.,NYSE,NYSE
FTI,FTI,Energy,Oil Services,Subsea Technologies,TechnipFMC plc,NYSE,NYSE
GTLB,GTLB,Technology,Software,DevOps Platform,GitLab Inc.,NASDAQ,NASDAQ
LUNR,LUNR,Technology,Space,Space Exploration,Intuitive Machines Inc.,NASDAQ,NASDAQ
UAMY,UAMY,Basic Materials,Mining,Specialty Metals,United States Antimony Corp.,NYSE,NYSE
ELF,ELF,Consumer Non-cyclical,Beauty,Beauty Products,e.l.f. Beauty Inc.,NYSE,NYSE
GGB,GGB,Basic Materials,Steel,Steel Manufacturing,Gerdau S.A.,NYSE,NYSE
RELX,RELX,Communications,Information Services,Professional Publishing,RELX plc,NYSE,NYSE
SMX,SMX,Technology,Software,Blockchain Authentication,Security Matters Ltd.,NASDAQ,NASDAQ
ILMN,ILMN,Healthcare,Life Sciences,Genomics,Illumina Inc.,NASDAQ,NASDAQ
ROIV,ROIV,Healthcare,Biotechnology,Biopharmaceuticals,Roivant Sciences Ltd.,NASDAQ,NASDAQ
AMPX,AMPX,Technology,Energy Storage,Battery Technology,Amprius Technologies Inc.,NYSE,NYSE
ALC,ALC,Healthcare,Medical Devices,Eye Care,Alcon Inc.,NYSE,NYSE
QXO,QXO,Technology,Software,Construction Technology,QXO Inc.,NASDAQ,NASDAQ
PTON,PTON,Consumer Cyclical,Fitness,Fitness Equipment,Peloton Interactive Inc.,NASDAQ,NASDAQ
BCS,BCS,Financial,Banking,International Banks,Barclays PLC,NYSE,NYSE
UEC,UEC,Energy,Uranium,Uranium Mining,Uranium Energy Corp.,NYSE,NYSE
CELH,CELH,Consumer Non-cyclical,Beverages,Energy Drinks,Celsius Holdings Inc.,NASDAQ,NASDAQ
EQNR,EQNR,Energy,Oil & Gas,Oil & Gas Integrated,Equinor ASA,NYSE,NYSE
CNH,CNH,Industrial,Agricultural Equipment,Agricultural Machinery,CNH Industrial N.V.,NYSE,NYSE
FHN,FHN,Financial,Banking,Regional Banks,First Horizon National Corp.,NYSE,NYSE
JBLU,JBLU,Industrial,Airlines,Airlines,JetBlue Airways Corp.,NASDAQ,NASDAQ
FROG,FROG,Technology,Software,DevOps Platform,JFrog Ltd.,NASDAQ,NASDAQ
RCAT,RCAT,Technology,Drones,Defense Technology,Red Cat Holdings Inc.,NASDAQ,NASDAQ
AR,AR,Energy,Natural Gas,Natural Gas E&P,Antero Resources Corp.,NYSE,NYSE
STM,STM,Technology,Semiconductors,Semiconductors,STMicroelectronics N.V.,NYSE,NYSE
BAM,BAM,Financial,Asset Management,Alternative Asset Mgmt,Brookfield Asset Management Ltd.,NYSE,NYSE
SEI,SEI,Financial,Asset Management,Financial Technology,SEI Investments Company,NASDAQ,NASDAQ
AMC,AMC,Consumer Cyclical,Entertainment,Movie Theaters,AMC Entertainment Holdings Inc.,NYSE,NYSE
QUBT,QUBT,Technology,Quantum Computing,Quantum Computing,Quantum Computing Inc.,NASDAQ,NASDAQ
RPRX,RPRX,Healthcare,Pharmaceuticals,Pharma Royalties,Royalty Pharma plc,NASDAQ,NASDAQ
HRB,HRB,Consumer Non-cyclical,Financial Services,Tax Services,H&R Block Inc.,NYSE,NYSE
CNQ,CNQ,Energy,Oil & Gas,Oil Sands E&P,Canadian Natural Resources Ltd.,NYSE,NYSE
S,S,Technology,Software,Cybersecurity,SentinelOne Inc.,NYSE,NYSE
DOCU,DOCU,Technology,Software,Document Management,DocuSign Inc.,NASDAQ,NASDAQ
ASX,ASX,Technology,Semiconductors,Semiconductor Packaging,ASE Technology Holding Co Ltd.,NYSE,NYSE
VOD,VOD,Communications,Telecom,Wireless Telecom,Vodafone Group plc,NASDAQ,NASDAQ
RXRX,RXRX,Healthcare,Biotechnology,AI Drug Discovery,Recursion Pharmaceuticals Inc.,NASDAQ,NASDAQ
EQH,EQH,Financial,Insurance,Financial Services,Equitable Holdings Inc.,NYSE,NYSE
NXE,NXE,Energy,Uranium,Uranium Mining,NexGen Energy Ltd.,NYSE,NYSE
ADT,ADT,Industrial,Security Services,Electronic Security,ADT Inc.,NASDAQ,NASDAQ
AVTR,AVTR,Healthcare,Life Sciences,Life Sciences Equipment,Avantor Inc.,NYSE,NYSE
STKL,STKL,Consumer Non-cyclical,Food,Plant-Based Foods,SunOpta Inc.,NASDAQ,NASDAQ
QS,QS,Technology,Battery,EV Battery Technology,QuantumScape Corporation,NYSE,NYSE
UPST,UPST,Technology,Software,AI Lending Platform,Upstart Holdings Inc.,NASDAQ,NASDAQ
BBIO,BBIO,Healthcare,Biotechnology,Biotechnology,BridgeBio Pharma Inc.,NASDAQ,NASDAQ
ATI,ATI,Basic Materials,Specialty Materials,Specialty Alloys,ATI Inc.,NYSE,NYSE
SBSW,SBSW,Basic Materials,Precious Metals,Platinum/Palladium Mining,Sibanye Stillwater Ltd.,NYSE,NYSE
ABEV,ABEV,Consumer Non-cyclical,Beverages,Beer/Beverages,Ambev S.A.,NYSE,NYSE
JHX,JHX,Industrial,Construction Materials,Fiber Cement,James Hardie Industries plc,NYSE,NYSE
OBDC,OBDC,Financial,Business Development Co,BDC Lending,Blue Owl Capital Corporation,NYSE,NYSE
FMC,FMC,Basic Materials,Chemicals,Agricultural Chemicals,FMC Corporation,NYSE,NYSE
PSTG,PSTG,Technology,Software,Cloud Storage,Pure Storage Inc.,NYSE,NYSE
AXTI,AXTI,Technology,Semiconductors,Compound Semiconductors,AXT Inc.,NASDAQ,NASDAQ
EXK,EXK,Basic Materials,Silver,Silver Mining,Endeavour Silver Corp.,NYSE,NYSE
